word,affix_seq
geographically,al;ly
geological,al
geologically,al;ly
geometrical,al
geometrically,al;ly
geophysical,al
geopolitical,al
germinal,al
germination,tion
gerrymander,er
gerundial,al
gestation,tion
gesticulation,tion
geyser,er
ghastlier,er
ghastliness,ness
ghastly,ly
ghostliness,ness
ghostly,ly
ghoulishness,ness
gibber,er
gibingly,ly
giddier,er
giddily,ly
giddiness,ness
gigantically,al;ly
gilder,er
ginger,er
gingerly,er;ly
girder,er
girlishly,ly
girlishness,ness
giver,er
glacial,al
glacier,er
gladder,er
gladiator,or
gladly,ly
gladness,ness
glamor,or
glamorization,tion
glamorize,or;ize
glamorously,ly
glancingly,ly
glaringly,ly
glassblower,er
glassier,er
glassless,less
glazer,er
glazier,er
gleaner,er
gleefully,ly
glibber,er
glibly,ly
glibness,ness
glider,er
glimmer,er
glisteningly,ly
glister,er
glitter,er
gloatingly,ly
global,al
globally,al;ly
globetrotter,er
gloomier,er
gloomily,ly
gloominess,ness
glorification,tion
glorify,ify
gloriously,ly
glossier,er
glossily,ly
glossiness,ness
glottal,al
gloucester,er
glover,er
glower,er
gloweringly,ly
glowingly,ly
glumly,ly
glummer,er
glumness,ness
goalkeeper,er
gobbler,er
goddaughter,er
godfather,er
godless,less
godlessly,less;ly
godlessness,less;ness
godlier,er
godliness,ness
godly,ly
godmother,er
goldwater,er
golfer,er
golly,ly
gondolier,er
goner,er
goober,er
goodlier,er
goodly,ly
goodness,ness
goofier,er
goofiness,ness
gooier,er
gopher,er
gorgeously,ly
gorgeousness,ness
gorier,er
gormandize,ize
gormless,less
gormlessly,less;ly
gossamer,er
goutier,er
governable,able
governess,er;ness
government,ment
governmental,ment;al
governor,or
grabber,er
gracefully,ly
graceless,less
gracelessly,less;ly
gracelessness,less;ness
graciously,ly
graciousness,ness
gradation,tion
grader,er
gradual,al
gradually,al;ly
gradualness,al;ness
graduation,tion
grafter,er
grammatical,al
grammatically,al;ly
granddaughter,er
grander,er
grandfather,er
grandly,ly
grandmother,er
grandness,ness
graphical,al
graphically,al;ly
graspingly,ly
grasshopper,er
grassier,er
gratefully,ly
gratefulness,ness
grater,er
gratification,tion
gratify,ify
gratifyingly,ly
gratingly,ly
gratuitously,ly
gratuitousness,ness
gravelly,ly
gravely,ly
graver,er
gravitation,tion
gravitational,tion;al
grayer,er
grazer,er
grazier,er
greaser,er
greasier,er
greasily,ly
greasiness,ness
greater,er
greatly,ly
greatness,ness
greedier,er
greedily,ly
greediness,ness
greener,er
greenfly,ly
greengrocer,er
greenishness,ness
greenly,ly
greenness,ness
greer,er
gregariously,ly
gregariousness,ness
grenadier,er
greyer,er
greyness,ness
grievously,ly
grievousness,ness
grimier,er
griminess,ness
grimly,ly
grimmer,er
grimness,ness
grinder,er
griper,er
grippingly,ly
grislier,er
grisly,ly
gristlier,er
gristly,ly
grittier,er
grizzly,ly
grocer,er
groggier,er
groggily,ly
groover,er
groovier,er
gropingly,ly
grosser,er
grossly,ly
grossness,ness
grosvenor,or
grotesquely,ly
grotesqueness,ness
grottier,er
grouchier,er
grouchiness,ness
grounder,er
groundless,less
groundlessly,less;ly
groundlessness,less;ness
groveller,er
grover,er
grower,er
growler,er
growlingly,ly
grubbier,er
grudgingly,ly
gruellingly,ly
gruesomely,ly
gruesomeness,ness
gruffer,er
gruffly,ly
gruffness,ness
grumbler,er
grumpier,er
grumpily,ly
grumpiness,ness
guarantor,or
guardedly,ly
guardedness,ness
gubernatorial,al
guilder,er
guileless,less
guilelessly,less;ly
guilelessness,less;ness
guiltier,er
guiltily,ly
guiltiness,ness
guiltless,less
guiltlessly,less;ly
guiltlessness,less;ness
guinness,ness
gullible,ible
gullibly,ly
gully,ly
gummier,er
gumminess,ness
gumption,tion
gunfighter,er
gunmetal,al
gunner,er
gunpowder,er
gunrunner,er
gunslinger,er
gunther,er
gusher,er
gushier,er
gushily,ly
gushingly,ly
gustation,tion
gustier,er
gutless,less
gutlessness,less;ness
gutsier,er
gutter,er
guttural,al
gutturally,al;ly
guzzler,er
gynaecological,al
gyration,tion
haberdasher,er
habitable,able
habitation,tion
habitual,al
habitually,al;ly
haggardly,ly
hairdresser,er
hairier,er
hairiness,ness
hairless,less
hallucination,tion
halter,er
haltingly,ly
hamburger,er
hammer,er
hammerless,er;less
hamper,er
hamster,er
hander,er
handier,er
handily,ly
handiness,ness
handleable,able
handler,er
handless,less
handsomely,ly
handsomer,er
hanger,er
hangover,er
hannibal,al
hanover,er
haphazardly,ly
hapless,less
haply,ly
happier,er
happily,ly
happiness,ness
harassment,ment
harbinger,er
harbor,or
harbourer,er
hardcover,er
hardener,er
harder,er
hardier,er
hardiness,ness
hardly,ly
hardness,ness
harmfully,ly
harmfulness,ness
harmless,less
harmlessly,less;ly
harmoniously,ly
harmoniousness,ness
harmonization,tion
harmonize,ize
harness,ness
harper,er
harrier,er
harsher,er
harshly,ly
harshness,ness
harvester,er
hastier,er
hastily,ly
hastiness,ness
hatefully,ly
hatefulness,ness
hatless,less
hatter,er
haughtier,er
haughtily,ly
haughtiness,ness
hauler,er
hauntingly,ly
hawker,er
hawser,er
haymaker,er
hazardously,ly
hazardousness,ness
hazier,er
hazily,ly
haziness,ness
headachier,er
header,er
headhunter,er
headier,er
headless,less
headmaster,er
headquarter,er
healer,er
healthier,er
healthily,ly
healthiness,ness
hearer,er
heartbreakingly,ly
hearteningly,ly
heartier,er
heartily,ly
heartiness,ness
heartless,less
heartlessly,less;ly
heartlessness,less;ness
heartwarmingly,ly
heatedly,ly
heater,er
heather,er
heavenly,ly
heavier,er
heavily,ly
heaviness,ness
heckler,er
hectically,al;ly
hector,or
heedfully,ly
heedfulness,ness
heedless,less
heedlessly,less;ly
heffer,er
heftier,er
heftily,ly
heifer,er
heinously,ly
heinousness,ness
helicopter,er
hellishly,ly
helper,er
helpfully,ly
helpfulness,ness
helpless,less
helplessly,less;ly
helplessness,less;ness
hemispherical,al
heptagonal,al
herbal,al
hereafter,er
hereditarily,ly
hereinafter,er
heretical,al
heretically,al;ly
hereunder,er
heritable,able
hermetically,al;ly
heroical,al
heroically,al;ly
hesitantly,ly
hesitatingly,ly
hesitation,tion
hester,er
heterogeneously,ly
heterosexual,al
heterosexually,al;ly
heuristically,al;ly
hewer,er
hexagonal,al
hexameter,er
hibernation,tion
hideously,ly
hideousness,ness
hierarchical,al
hierarchically,al;ly
higher,er
highflyer,ly;er
highlander,er
highly,ly
highness,ness
hijacker,er
hiker,er
hilariously,ly
hilariousness,ness
hillbilly,ly
hilly,ly
himmler,er
hinder,er
hipster,er
historical,al
historically,al;ly
histrionically,al;ly
hitchhiker,er
hither,er
hitler,er
hitless,less
hitter,er
hoarder,er
hoarier,er
hoariness,ness
hoarsely,ly
hoarseness,ness
hoarser,er
hoaxer,er
holder,er
holdover,er
holidaymaker,er
holier,er
holiness,ness
hollander,er
holler,er
hollower,er
hollowly,ly
hollowness,ness
holly,ly
holster,er
homeless,less
homelessness,less;ness
homelier,er
homeliness,ness
homely,ly
homemaker,er
homemaster,er
homer,er
homesickness,ness
homewrecker,er
homicidal,al
homily,ly
homoeopathically,al;ly
homogeneously,ly
homogenization,tion
homogenize,ize
homosexual,al
honestly,ly
honeymooner,er
honor,or
honorable,or;able
honorably,ly
honorifically,al;ly
honourable,able
honourably,ly
hooker,er
hooper,er
hoosier,er
hooter,er
hoover,er
hopefully,ly
hopefulness,ness
hopeless,less
hopelessly,less;ly
hopelessness,less;ness
hopper,er
horizontal,al
horizontally,al;ly
hornier,er
hornless,less
horrendously,ly
horrible,ible
horribly,ly
horridly,ly
horridness,ness
horrifically,al;ly
horrify,ify
horrifyingly,ly
horror,or
horsefly,ly
horsepower,er
horsier,er
horsiness,ness
horticultural,al
hospitable,able
hospitably,ly
hospital,al
hospitalization,tion
hospitalize,al;ize
hosteller,er
hostilely,ly
hostler,er
hotelier,er
hotheadedly,ly
hotly,ly
hotter,er
hourly,ly
housebreaker,er
housefather,er
housefly,ly
householder,er
housekeeper,er
housemaster,er
housemother,er
housewifely,ly
hover,er
hoverer,er;er
however,er
howitzer,er
howler,er
howsoever,er
howsomever,er
huckster,er
huffier,er
huffily,ly
huffiness,ness
hugely,ly
hugeness,ness
huger,er
humanely,ly
humanize,ize
humanly,ly
humanness,ness
humbler,er
humbly,ly
humdinger,er
humidify,ify
humiliation,tion
humor,or
humorously,ly
hunger,er
hungrier,er
hungrily,ly
hunker,er
hunter,er
hurdler,er
hurler,er
hurriedly,ly
hurtfully,ly
hurtfulness,ness
huskier,er
huskily,ly
huskiness,ness
hustler,er
hybridization,tion
hybridize,ize
hydraulically,al;ly
hydroelectrically,al;ly
hygienically,al;ly
hymnal,al
hyperbolical,al
hyperbolically,al;ly
hypercritical,al
hypercritically,al;ly
hyphenation,tion
hypnotically,al;ly
hypnotize,ize
hypocritical,al
hypocritically,al;ly
hypodermically,al;ly
hypothalamically,al;ly
hypothesize,ize
hypothetical,al
hypothetically,al;ly
hysterical,al
hysterically,al;ly
icebreaker,er
icelander,er
icier,er
icily,ly
ideal,al
idealistically,al;ly
idealization,tion
idealize,al;ize
ideally,al;ly
idealogical,al
identical,al
identically,al;ly
identifiable,able
identification,tion
identify,ify
ideological,al
ideologically,al;ly
idiomatical,al
idiomatically,al;ly
idiotically,al;ly
idleness,ness
idler,er
idolater,er
idolization,tion
idolize,ize
idyllically,al;ly
ignition,tion
ignobly,ly
ignominiously,ly
ignorantly,ly
illegal,al
illegally,al;ly
illegible,ible
illegibly,ly
illegitimately,ly
illiberal,er;al
illicitly,ly
illimitable,able
illiterately,ly
illness,ness
illogical,al
illogically,al;ly
illogicalness,al;ness
illumination,tion
illusion,sion
illustration,tion
illustrator,or
illustriously,ly
imaginable,able
imagination,tion
imaginatively,ly
imitable,able
imitation,tion
imitatively,ly
imitativeness,ness
imitator,or
immaculately,ly
immaterial,al
immaturely,ly
immeasurable,able
immeasurably,ly
immediately,ly
immediateness,ness
immemorial,al
immensely,ly
immersion,er;sion
immigration,tion
imminently,ly
immobilization,tion
immobilize,ize
immoderately,ly
immodestly,ly
immolation,tion
immoral,or;al
immorally,or;al;ly
immortal,al
immortalize,al;ize
immovable,able
immovably,ly
immunization,tion
immunize,ize
immutable,able
immutably,ly
impairment,ment
impalement,ment
impalpable,able
impartation,tion
impartial,al
impartially,al;ly
impassable,able
impassion,sion
impassively,ly
impassiveness,ness
impatiently,ly
impeachable,able
impeachment,ment
impeccable,able
impeccably,ly
impecuniously,ly
impecuniousness,ness
impediment,ment
impeller,er
impenetrable,able
impenitently,ly
imperatively,ly
imperceptible,ible
imperceptibly,ly
imperfection,tion
imperfectly,ly
imperial,al
imperialistically,al;ly
imperially,al;ly
imperiously,ly
imperiousness,ness
imperishable,able
impermeable,able
impersonal,al
impersonally,al;ly
impersonation,tion
impersonator,or
impertinently,ly
imperturbable,able
imperturbably,ly
impetuously,ly
impingement,ment
impiously,ly
impishly,ly
impishness,ness
implacable,able
implantation,tion
implausibly,ly
implement,ment
implementation,tion
implication,tion
implicitly,ly
imploringly,ly
implosion,sion
imply,ly
impolitely,ly
impoliteness,ness
imponderable,er;able
importantly,ly
importation,tion
importer,er
importunately,ly
imposingly,ly
imposition,tion
impossible,ible
impossibly,ly
impostor,or
impotently,ly
impoverishment,ment
impracticable,able
impracticableness,able;ness
impracticably,ly
impractical,al
impractically,al;ly
imprecation,tion
imprecise,ise
imprecisely,ise;ly
impregnable,able
impregnably,ly
impression,sion
impressionable,sion;able
impressionably,ly
impressionistically,al;ly
impressively,ly
impressiveness,ness
imprisonment,ment
improbable,able
improbably,ly
improper,er
improperly,er;ly
improvement,ment
improvidently,ly
improvisation,tion
improvise,ise
improviser,er
imprudently,ly
impudently,ly
impulsion,sion
impulsively,ly
impulsiveness,ness
imputation,tion
inaccessible,ible
inaccessibly,ly
inaccurately,ly
inaction,tion
inactivation,tion
inactively,ly
inadequately,ly
inadmissible,ible
inadmissibly,ly
inadvertently,ly
inadvisable,able
inalienable,able
inanely,ly
inanimately,ly
inanimateness,ness
inanition,tion
inapplicable,able
inappreciable,able
inappropriately,ly
inappropriateness,ness
inaptly,ly
inaptness,ness
inarticulately,ly
inarticulateness,ness
inartistically,al;ly
inattention,tion
inattentively,ly
inattentiveness,ness
inaudible,ible
inaudibly,ly
inaugural,al
inauguration,tion
inauspiciously,ly
inauspiciousness,ness
incalculable,able
incalculably,ly
incandescently,ly
incantation,tion
incapable,able
incapably,ly
incarceration,tion
incarnation,tion
incautiously,ly
incautiousness,ness
inception,tion
inceptor,or
incessantly,ly
incestuously,ly
incidental,al
incidentally,al;ly
incineration,tion
incinerator,or
incise,ise
incision,sion
incisively,ly
incisiveness,ness
incisor,or
incitement,ment
inclement,ment
inclination,tion
inclusion,sion
inclusively,ly
inclusiveness,ness
incoherently,ly
incombustible,ible
incommensurable,able
incommunicable,able
incomparable,able
incomparably,ly
incompatible,ible
incompatibly,ly
incompetently,ly
incompletely,ly
incompleteness,ness
incomprehensible,ible
incomprehensibly,ly
incomprehension,sion
incompressible,ible
inconceivable,able
inconceivably,ly
inconclusively,ly
inconclusiveness,ness
incongruously,ly
incongruousness,ness
inconsequential,al
inconsequentially,al;ly
inconsequently,ly
inconsiderable,er;able
inconsiderately,ly
inconsiderateness,ness
inconsistently,ly
inconsolable,able
inconsolably,ly
inconspicuously,ly
inconspicuousness,ness
incontestable,able
incontestably,ly
incontrovertible,ible
incontrovertibly,ly
inconveniently,ly
inconvertible,ible
incorporation,tion
incorporeal,al
incorporeally,al;ly
incorrectly,ly
incorrectness,ness
incorrigible,ible
incorrigibly,ly
incorruptible,ible
incorruptibly,ly
increasingly,ly
incredible,ible
incredibly,ly
incredulously,ly
increment,ment
incremental,ment;al
incrementally,ment;al;ly
incrimination,tion
incubation,tion
incubator,or
inculcation,tion
incurable,able
incurably,ly
incursion,sion
indebtedness,ness
indecently,ly
indecipherable,er;able
indecision,sion
indecisively,ly
indecisiveness,ness
indecorousness,ness
indefatigable,able
indefensible,ible
indefinable,able
indefinably,ly
indefinitely,ly
indefiniteness,ness
indelible,ible
indelibly,ly
indelicately,ly
indemnification,tion
indemnify,ify
indentation,tion
independently,ly
indescribable,able
indescribably,ly
indestructible,ible
indestructibly,ly
indeterminable,able
indeterminably,ly
indexer,er
indication,tion
indicator,or
indictable,able
indictment,ment
indifferently,ly
indigenously,ly
indigestible,ible
indigestion,tion
indignantly,ly
indignation,tion
indirection,tion
indirectly,ly
indirectness,ness
indiscernible,ible
indiscreetly,ly
indiscretion,tion
indiscriminately,ly
indispensable,able
indispensably,ly
indispensible,ible
indisposition,tion
indisputable,able
indisputably,ly
indissolubly,ly
indistinctly,ly
indistinctness,ness
indistinguishable,able
indistinguishably,ly
individual,al
individualization,tion
individualize,al;ize
individually,al;ly
individuation,tion
indivisible,ible
indivisibly,ly
indoctrination,tion
indolently,ly
indomitable,able
indomitably,ly
indoor,or
indubitable,able
indubitably,ly
inducement,ment
induction,tion
inductively,ly
indulgently,ly
industrial,al
industrialization,tion
industrialize,al;ize
industrially,al;ly
industriously,ly
industriousness,ness
inebriation,tion
